teks,skor,label
bagus,5,positif
geme nya bagus,5,positif
moonton minimal tu kalo ada event kasih lah wangy dikit gacha nya masa gua gacha cuma dapet 1136 kan gak lucu udah abisin uang banyak masa gak dapeet skin nya kan rugi,1,negatif
meyenangkan,5,positif
gak puas pas push rank solo sering dapat tim gak jelas dark sistem jadi bosen uninstall aja lah,2,negatif
ada masalah apa sih moonton? wifi oke tapi tidak bisa matchmaking. tolong perbaiki. makin lama makin jelek.,1,negatif
"seru si game nya sayang nya aku udah gak main lagi (pensi)karena hp ku makin hari makin gak kuat, gak bisa di mainin gak bisa gerak sama sekali bunyi cukur rambut lagi, padahal aku berharap event kemarin yang hp itu aku berharap dapet biar enak main gak patah patah eh ternyata tetap zonk:( When ia dapet 🥺 kalo dapet event aku kasih bintang 5 dehhh",2,negatif
keren,5,positif
game nya bagus tapi banyak drak sistem,1,negatif
"tolg balikin duit guwa guwa balikin gem Lo gem taigini ,lebih mending ff ,gk adayng beban timya , balikin ,secepetnya",1,negatif
game buruk banyak draksistem udah mendingan hapus ml lu apa ga terima,1,negatif
untuk jaringan mohon d perbaiki,4,positif
gem nga seru,5,positif
papa monton terimakasi,5,positif
permainan yang sangat seru..bagus untauk santai sama anak,5,positif
lemot anjir masak gak muncul apa apa padahal Udah login lama,1,negatif
game seru,5,positif
"jaringan di benerin biar tidak ampas, update rutin jaringan ngampas",4,positif
Monton kasi tim jago sikitlah,5,positif
"tolong jangan pelit ya moonton, mikir juga player yang ngebantu ramaikan game nya tapi gak dapat skin yang bagus yang sesuai",5,positif
asik,5,positif
gabagus banyak draksistemnya apalagi kalo pas mau ke rank baru pasti banyak draksistemnya jelek gua gamau mainan game ini lagi banyak draksistemnya,1,negatif
gw dikasih Tim beban beban banget beban beban bener musuh nya jago bener tapi tim beban aku dah milih Lane duluan malah diambil,1,negatif
game nya seru banget. bisa buat HP kita meledak gegara pengalaman bermain sangat ngehibur jiwa kita. sampai sampai jadi gila,1,negatif
aku sukq game nya,5,positif
permainannya sangat bagus sekali,5,positif
"game kocak,gw kecewa bgt sih, katanya Angela star bakalan ada dishoup sl eh ternyata cuman hoax mana gw udah ngabisin banyak duit buat beli st,mohon y buat moonton kalo kasih informasi tuh yg bener gk usah ngecewain kita semua 😤😤",1,negatif
game nya ga adil,1,negatif
setelah update 2025 full lag hp panas (hp khusus game) apalagi pakai hp biasa,1,negatif
Game yang sangat membosankan.. sering laq dan moonton curang,1,negatif
bagus aja,5,positif
di kasih tim draksistem mulu monton gak jelas . makin gak enak di mainin,1,negatif
"udah bagus,tapi setiap main pasti dapat tim drak sistem 😵‍💫😵‍💫",4,positif
terus kembangkan dan sukses teruszzz,5,positif
Game bagus fullllllllll hd,5,positif
game nya sangat bagus 🤩,5,positif
game ya seruu tapi kalau satu bintang lagi mau naik mytic malah di kasih lose,5,positif
game apa ini wifi bagus buka aplikasi lain bagus pas di loby jugak bagus giliran pas in game ping nya merah ampe 300 gtu,1,negatif
"di permudah lagi untuk mendapatkan battle point skin Hero nya , selanjutnya mantap saya main mobile lagend dari pertama kali rilis",5,positif
"tolong lah moonton perbaiki bug,ada juga cheat yang bikin ngelag saya sebagai pemain game ini sangat resah dengan adanya cheat di game ini",1,negatif
game kntllll,1,negatif
"parah ne game dunia masa bnykan leqnya, . . perbaiki, biar plyer nyaman, . . sistem apa ya??? bikin orang gak nyaman, 😆👎, chat nyindir di blokir, sistem kalian perbaiki, bot""",3,netral
gamenya bikin kita stres kalo mau masuk rumah sakit jiwa silahkan download,1,negatif
seruu,5,positif
game yang membuat saya terkena penyakit dan diusir dari rumah,1,negatif
gem ini sangat seru dan bagus sekali dan banyak Hero Hero yang kuat dan menarik,5,positif
aku sangat menyukai mobil legend 💖💖💖,5,positif
Suport,5,positif
ml nya bagus karena game nya seru,5,positif
"Game yang bagus,",5,positif
kalo main ni game musuhnya pro tim nya cupu ini mah game kagak adil mana kalau gacha mahal banget lagi game jelek,1,negatif
dengan nickname bangmex3k tolong di kasih ke glory lah masa mentok di Mawi capek dapet tim beban Mulu harus jago gimana lagi gua,4,positif
aku sangat suka karena aku suka gerafik nya dan aku suka banget game perang²an,5,positif
game nya nurunin pangkat...,1,negatif
ini sangat bagus,5,positif
moonton fitur matchmaking Lane bikin aku gak nyaman tolong berikan fitur yang bisa ganti matchmaking lobby dan matchmaking Lane,4,positif
apalah gem ini mingkin ga jelas padahal jaringan gua bagus tetep aja kalo main ml ngeleg banget game gajelas,1,negatif
game gak jelas orang indonesia wajib uninstall game ini sudah game curang banyak bug nya,1,negatif
"Game banyak dark sistem, pemilihan tim yang GK adil,update yan biasa aja",1,negatif
ngasih tim tolol bat tolol benerin tuh kasih role khusus tolol biar ga tabrakan,1,negatif
awas aja skin angela tahunan ga di resale buldep😊👊🏼,3,netral
seru sih game nya tapi masalahnya musuhnya gak seimbang masa aku rank epic musuhnya rank legend ya aku kalah dan satu lagi min tolong lah misalnya aku gak sengaja keluar masuk nya lama banget tolong dicepetin lah masuk nya dan satu lagi masalah jaringan perasaan main ff gak ngeleg tapi main ml ngeleg aja pliss diperbaiki kalau udah diperbaiki aku kasih bintang 5 dan kapan x sama Naruto nya,3,netral
game bagus👍,5,positif
lanjut vakum karena starlight fest angela kaga keluar2 :v,1,negatif
moonton knp saya selalu di kasih tim yg payah sedangkan saya yg berkerja keras tolong saya depresi ini dari legend 2 jdi epic 2 tolong moonton,1,negatif
Besok tanggal 2mei mobelegend coleb sama naruto😁,5,positif
mobail legend makin parah drak sitem nya makin kayak taiii gak ada pemain sistem yg di pake ya gak bakal menag lawan drak sistem. lah makin parah makin kayak taiiiii,1,negatif
Kecewa Sunggung Kecewa Saya jadi feeder gara2 temen kok malah Ke ban maching Sungguh Terlalu Kebijakan sangat Konyol... Ayoo download biar tau Seberapa T****nya Game yang Sering saya mainkan,5,positif
sangat bagus tapi untuk skin odette nggak ada yang gratis,5,positif
Game nya asik +hiburan buat hidup yang mayan bikin cape🤣🤣,5,positif
semoga jaya,5,positif
gamenya bagus,5,positif
game ini sangat tidak bagus untuk didownload karna ada drak sistem berkeliaran aku pus reng malah turun gegara drak sistem,1,negatif
maaf tapi kenapa ya saat saya afk 1 kali langsung turunnya 12 biasanya 7 5 3 2 tapi kenapa saya 12 satu afk saja Moonton,1,negatif
losestreak 15x chohk,1,negatif
baguss apa lagi collab sama Uzumaki Naruto,5,positif
sinyal nya full ko sering lag ya tolong ini KLO bisa di benerin,1,negatif
game nya suka lag 🐗🐒🐕,1,negatif
keren,5,positif
seruuuuuu,5,positif
Bagus dan heronya juga bagus² 😖aku suka,5,positif
selalu bertemu tim yang sangat burukkkkkk,1,negatif
game Garena ini sangat bagus,5,positif
gem sangat bagus bgt,5,positif
Game yang sangat bagus aku menyukai nya,5,positif
"nggak jelas pasti ketemu tim beban dan musuh yang nggak seimbang gw mau mythic, mau mythic malah wl/ls, capek woy lah wl ls mulu, kalau kasih musuh yang benar lah, nggak jelas, game nggak jelas!!",1,negatif
tolong sekin yu Zhong yang starlight bisa di beli sama fragment nanti saya kasih bintang lima kalo sudah,1,negatif
"Moonton berharap gamenya menjadi permainan paling menyenangkan didunia, dia hanya berlagak baik dengan memberikan skin. namun tak mementingkan perasaan pemainnya, selalu memberikan tim yang tak imbang. sangat tidak adil, saya benar-benar kecewa. banyak yang bilang game ini adalah tempat pulang, tapi ini membuat saya semakin sakit. saya sangat membenci ini.",1,negatif
bagus gak burik gem ini bagus,5,positif
game gajelas ngasi tim ga adil samsek mentanh mentang di kasi ws langsung di kasi lose streak sengaja banget sumpah beda tuh rasanya di kasi tim yg adil sama ga klo ga ikhlas ngasi ws mending gausah cukup kasi tim yg adil aja game aneh sumpah,1,negatif
yang main udh jutaan orng msih aja suka eror tiba2 lag harus relog bnerin dikit lh lol,5,positif
gem nya ngelag sendiri padahal jaringan nya bagus monton bergerak cepat lah masalah sinyal atau ping,1,negatif
tolong jangan sering ngebug,4,positif
"aku di Epic masa main solo ketemu Legend semua, Epic V loh, mana pas di ingame dikatain ga guna game jembud",1,negatif
lama di menginstal game,2,negatif
"game nya bagus aja, tapi saya sering kalah itu aja",5,positif
plis moonton gua gabisa login selalu nyangkut di pertengahan alesan nya jaringan masalah Mulu padahal bagus banget loh Singal nya tolong perbaiki lah moonton,5,positif
seru banget bisa main berhari hari mantap juga lebih cepet ap ded nya ya aku pengin sekin baru tapi gak bolehin top ap makanya gak ada sekin,5,positif
gamenya aneh banget gua selalu medapat drak sistem. tolong la monton drak sistem dihilangkan soal menyisakan banget,5,positif
bagus aku suka,5,positif
"untuk game dan hero, skin, grafik emng bagus, tapi masalah player lain terkadang ada yang troll min, tolong di perhatikan lagi, dan untuk game ini cuma buat saya stress, rank naik turun, udah mau mitik malah ls 3 kali,",2,negatif
baguss bagettt,5,positif
montoon tolong lah saya sebagai user tank kalah terus dapat tim gajelas tolong sistem nya di perbaikin,1,negatif
game terbaik,5,positif
lag mulu kocak banget nih game,5,positif
seru,5,positif
Game GK jelas,1,negatif
Wahai papi Moonton yang baik tolong lah diriku ini sudah 15 kali lebih naik turun mythic 98-99 Mulu kagak immortal immortal ini moonton kasih team yang bener lah,5,positif
pensi karena banyak yang bermain dengan buruk,1,negatif
"Game yang sangat cocok untuk di mainkan, apalagi saat bulan puasa. tapi saya mohon untuk musuhnya yang seimbang sama kita masa rank grandmaster ketemu rank epic. sangat masuk ""AKAL"".",4,positif
stres gua lama lama maen ni game dapet tim dark sistem semua,2,negatif
"tolong ada laporan untuk Player yang tidak niat main atau diam di base padahal tidak afk atau tidak mau bertarung, itu dilaporkan tidak bisa, mohon untuk kenyamanan Player main, karena banyak yang malas main gara2 itu, di kampungku udah jarang yang main mobile legend, malah udah pada dihapusin.",1,negatif
jaringan aku bagus tapi kok ngelag,1,negatif
udah tau aku pemula malah kasih lawan spek mytic,1,negatif
game anj gw dikasi saber roam mlu true bnyk yg feeder,1,negatif
ini game seru banget udah ipen Naruto Boboiboy Ejen Ali beh epep kalah ini mah,4,positif
"game makin parah banyak bocil, player lama gak di pikirin mending pindah, moonton tolol amat",1,negatif
oke,5,positif
montonn kasih aku skin layla epic dong🙏🏻,5,positif
tolong ini gimana cara log out ya plis moonton tambahin log out jadi enak saya mau buat akun baru,5,positif
saya main ml kok jaringannya 1 kalo main tiktok jaringan nya penuh knp monton itu membuang ku kesal aku tidak suka,1,negatif
Game rusak,1,negatif
game bagus sangat menghibur,5,positif
kasi tim yg benerr laaa gilaaa emang bisa gila kalo main solo bang montonnn,2,negatif
bagus,5,positif
Game buruk banyak banget dark system nya,1,negatif
kocak dikasih tim ngetroll mulu udah lose 10 kali masih aja di kasih tim gk jelas moonton yaelah jadilah tim bener dikit tot,1,negatif
asik bisa Mabar sama teman dan ada buat latihan/practice,5,positif
Karena game ini aku jadi gila gara gara game ini,1,negatif
permainan yang bagus 😎 aku suka sama game perang 👍👍👍,5,positif
game kocak jangan pada maen bikin stres uang boncos,1,negatif
mohon drak sistem nya di kurangi muntun Uda main Berjam jam malah turun,1,negatif
"maap sebelum nya dari perkataan ku ini tolong ku minta lebih di timbang lagi jika ada laporan dari pihak lain aku bermain selalu patuh dari aturan malahan lebih dari itu, di mana kesalahan dari pertandingan ku wajar jika aku marah dari perkataan ku yang di cari nya keuntungan sendiri bukan untuk mengalahkan musuh. s x lagi pertimbangkan jika dapet laporan dari yang lain. aku sangat kecewa dari permainan gim ini. wasallam",4,positif
"""server sedang sibuk, silahkan mencoba kembali nanti,"" oi Moonton mau ngapa "" in jadi gabisa, gabisa login di akun satu lagi dari kemarin gini gini aja, sibuk terus kenapa sih?",1,negatif
"game sudah bagus, tapi update sekarang saya menemukan bug , yaitu skill 2 balmond dalam mode offline itu tidak memberikan damage kepada Hero, creep, dan Minion saat skill 2 balmond di gunakan. kalo gak percaya coba sendiri. tolong di perbaiki bug tersebut.",5,positif
monton pilih kasih,1,negatif
kembalikan pasif ultimate milik yi shun shin moonton,1,negatif
klw perlu beli skin ya ada yg harga 50 ribu.klw perlu beli Hero koin ya dimurahkan ya.,5,positif
"jaringan lancar , tapi pas main gal stabil",3,netral
seru sekali game ini,5,positif
skin angela tolong hadirkan mei aku udh cape nunggu di undur Mulu hmmp,1,negatif
"e gajelas harus seimbang dong lawan ex glory ya tim juga ex glory lawan ek imo ya tim juga ex imo lawan ex honor ya tim juga ex honor jangan ini mah tim gua ex legend eh musuh nya ex honor gajelas mksdnya apa coba bikin stres jangan d dwonload buat adik"" game ga sehat.",1,negatif
ini gem kenapa gabisa diloginin si ajgg pen ngepus ini,1,negatif
gw kasih bintang satu kalo montoon keluarin skin legend gratis walaupun misi aku tetap melakukan nya kalo ngga aku kasih bintang satu,1,negatif
pokoknya apk paling menghibur,5,positif
alasan nya kurang bagus reting nya juga make kota tolong hilang kan pake kota nya dan alasan nya jika meke kota lagi retingnya 0 persen dan bintang nya rendah sekali sekitar 10 ✰ kalau tidak pake kota bintangnya 10000 ★★★★★★★★ dan bagus untuk selamanya🥰🥰🥰❤️ plis dan saya kecewa 100 kali karena setiap saya make kota ngelek nelek terus mendingan tidak make kota,1,negatif
game tolol,1,negatif
monton kalo Dapat MVP saat kalah jangan di kurangi MMR nya muntun 😓,1,negatif
Percepat dwolnd nya ya,5,positif
bagus,5,positif
good game,5,positif
gamenya seru tidak mudah buat naik rank jadi seru jadi aku beri lima bintang,5,positif
bentar lagi mlbb collab naruto shipuden buruan download sekarang .,5,positif
game gajelas kasih tim ga adil dark sistem banyak game gajelaso,1,negatif
game jahannam,1,negatif
wow seru sekali,5,positif
Berikan saya tim mlbb yang kuat itu saja,5,positif
game kontl,1,negatif
"NGASII TIM YANG BENER NAPA TUN, CAPE KALAH MULU DAPET TIM GAJELAS:(",1,negatif
"Ini ML gimana ya? Minimal player-Nya tau dong kalau jaringan-Nya ngeleg@malah marah², relate udah mulai benci sama ML, nyesel dikira player-Nya baik², sama aja ternyata, buat kalian yang mau main ML, saya sarani jangan mainin, game-Nya bikin orang stres, apalagi sama tim yang ngatain suruh main pou aja, udah tau jaringan ngeleg, otak dipikir, mau kalian bego, pinter, kalau masih suka marah² ga jelas, ga ada akhlaq. Buat ML sekarang saya kasih bintang 1, bah-Kan ingin saya kasih 0 bintang.",5,positif
game yang sangat seru dan menarik setiap perjuangan mempelajari tentang bertarung,5,positif
Moonton Pelit,1,negatif
lama lama ini game sangat buruk.. sinyal pun sering mengalami lag parah belum lagi dapat tim user boot.. sudah sering di laporkan tapi user tersebut tidak kena hukuman.. sangat buruk,1,negatif
"jadi kek gini monton iya kami main dari malam sampai pagi yang nambah rokok sama kopi dan tujuan kami main mau nambah kan bintang biar sampai glory jadi tolong lah kasih tim yang keras atau lawan yang setara, ini lawan nya keras tim gw plonga plongo kek orang Kenak skil 1 vixana",5,positif
terkendala di jaringan tidak stabil ping kadang merah kuning hijau. tolong di perbaiki lagi saya main sudah 8tahun.baru 2 seson ini agak beda.,3,netral
sangat seru tapi kalau phoveus diberi skin obito gimana monton obito yang megang kipas raksasa,5,positif
Gimana yaa ml saya gk bisa login padahal paket kuota saya masih banyak... Ehhh ml nya malah nge tuck di loading. Tolong perbaiki game nyaa...hh bener,1,negatif
game burik,1,negatif
game sangat ramah dan seru tapi bayar pake mental ayolah moonton kasih saya ws,1,negatif
game ini ga bikin bosan,5,positif
gimana sih developer nya gak sesuai janji kan di Iven neobeast kalo gaca 10 kali pertama bisa dapetin 1 sekin permanen neobeast tapi gw udah gaca gak dapet apa2,3,netral
"dari dlu smpe skrng makin dibanyakin update makin rusak ini game yg dimana sinyal bagus tp seringan ngestuck kadang dpt tim gjls,pokoknya makin ga suka sama ini game,buruk banget",2,negatif
game haram kalah mulu dari legend 2 turun ke legend 3 bintang 3,2,negatif
Game tai,4,positif
* 3 karena game ini pas aku lagi main nggak bisa main rank turun terus 😡,3,netral
Game aneh saya selalu ketemu tim yang gajelas cara main nya selalu saya yang menggendong tim nya padahal udah saya sampai kasih arahan masih ga ngerti tolong player yang seperti itu di ban saja biar tidak menyusahkan tim yang lain dan saya juga sudah muak dengan player bocil yang asal pilih hero padahal dia tidak mengerti cara memakai nya dan tidak bisa baca map dll,1,negatif
"seru!! :3 ,krn game ini aku masih bisa main sama temen2 yg udh jarang ketemu karna udh beda kota and...Sering-sering adain event skin gratis ya moonton,biar player baru kyk aku bisa punya skin2(minimal elite dehh mwehehe :p)",5,positif
lumayan tapi banyak drak sistem 🗿,5,positif
ga pernah dikasih winstreak,1,negatif
aku suka julian karna ganteng,5,positif
Sekarang saya tidak bisa masuk lobi knp ini kok aneh,1,negatif
lag banget,1,negatif
gamenya bagus tapi perlu ditingkatkan semaknya tambah banyak,5,positif
moonton kenapa saya tidak bisa login ke akun saya saya udah ulang-ulang loh moonton untuk penjelasannya tolong ya moonton,3,netral
ngasih team yang setara,1,negatif
Game ini burik tapi aku kasih bintang 5,5,positif
saya perem puan suka sama ini,5,positif
masa lepas kredit skor 76 tiba tiba turun ke 69,1,negatif
jelek loss mulu gw,5,positif
game mantap yang GK bisa main komentar nya bintang satu Saya sangat suka game ini setiap Saya kesepian selalu untuk berpikir bermain ml terima kasih monton sudah temanin 0/100 semoga permainan ini di perminat semua orang sekali lagi trimakasih 🤧🤧,5,positif
emang download game nya gratis tapi nyatanya bayar pakai mental udah lah saya tidak akan download game ini lagi setiap saya main rank serasa tim epic dan musuh imortal,1,negatif
gak enak game nya mah gak jelas sistem nya,1,negatif
game lol,1,negatif
masa mau download itu harus ulang padahal udah berkali-kali tolong diperbaiki ya,1,negatif
mantap,5,positif
"Apalah Moonton ini, giliran afk di pelatihan Ai dikurangin 5 kredit score, giliran ngelaporin tim yg afk, cmn dikurangin 2,Developer macam apa ini!?, nggak jelas sat!!!",1,negatif
timnya jelek,1,negatif
GAME KONSOL NGASI TIM YG BENER AJG MAIN SELALU DAPET MVP DARI TIM YG KALAH DARI PAGI BINTANG GW KAGA NAIK2 BGO,1,negatif
Seru & terbaik,5,positif
"ok ok game baik, ramah, dan menyenangkan",5,positif
mohon bug jaringan di betulin sat gak guna bet dah jaringan ijo tapi ngelagg lol minim lah betulin bug jaringan ton moonton,1,negatif
game gaje berat sebelah mulu nerf lucas,4,positif
"berat di jaringan aja sii, server kali yaa dan sekarang makin berat app nya",5,positif
ok KL gt,4,positif
"game sampah gua pensi aja ke game sebelah, matchmaking sampah banget. minimal kasih tim dan musuh itu seimbang, masa musuh dikasih mantan imortal poin ratusan, tim gua mentok honor. aneh",1,negatif
monton kymi nya kurang epek skin di buff lagi supaya pembeli skin rasa burik jadinya,3,netral
enak,5,positif
game rusak ngasih tim nga bener Mulu sinyal sering lag,1,negatif
na sih benerin dong udah seharusnya mvp kok enggak padahal udah ngekill 14 kali gimana sih moonton bermasalah ini benerin bug woi,1,negatif
dark sistem lawanya player semua giliran teman kita semuanya dark sistem,1,negatif
maap ya min cuma emosi aja jdi kek gtu,5,positif
sangat keren,5,positif
ML BANYAK DARK SISTEM MONTON😹,5,positif
game jahanam banyak drak sistem game babi,1,negatif
gemya bagus tapi banyak drak sis tem ya,5,positif
kasih draf tim yang seimbang lah game kck,1,negatif
"permain sters,buang2 waktu, td nya mau ilang pusing malah tambah pusing, hps permainan MLBB, sangat merugikan",1,negatif
kenapa masih ada yg main cheat...tolong diperbaiki,4,positif
match matching adil banget loh ha 🤭🤭😹😹,1,negatif
ya. alasannya karena aku main ini,5,positif
"gak asik masa udh main bertahun tahun Masi master V , mana gak bisa dimainkan lagi",1,negatif
saya sangat suka bermain mobile legend tapi banyak dark sistem ke saya,5,positif
dapet tim sampah gak worth it,1,negatif
Lebih bagus he,5,positif
lost udah 20 kali,1,negatif
👍👍👍,4,positif
Ok buat melepas lelah,5,positif
"publik2 membuat room mengundang saya lalu di pause, saya kecewa diperlakukan seperti itu",1,negatif
Game aneh burik,1,negatif
moonton gw salah apasi di kasih listrik Mulu sekalinya main bener dapet tim gada yg bener gw cape moonton,1,negatif
bgus,5,positif
"gamee nya enak sih tapi masih ada kekurangan nya,,kekurangan nya yaitu minimal kasih tim yang setara lah monton ini dapet tim ga jelas Mulu astaga kalau tim nya setara kan enak main nyaa ini tim kaga jelas ga tau main jung 2 apa apaan dahh mohon di kasihh tim yang setara monton dapat tim ga jelas Mulu dah mohon banget monton kasih tim yang setara dan terimakasih",5,positif
sangat menyenangkan,5,positif
kakak moonton yng baik boleh kah saya di Kasik tips diamond mobile legend lnya,5,positif
ɢᴀᴍᴇ ɴʏᴀ ʙᴀɢᴜs ʙᴀɴɢᴇᴛ ᴅᴀɴ ᴀsᴋɪᴋᴋᴋᴋ,5,positif
"game hama saya main dapat tim lolot ,geramnya akuuy",1,negatif
game yg sangat seru,5,positif
gua kecewa sih kalo maju jaringannya ngeleg terus tolong lah monton perbaikiasalah jaringan ini,1,negatif
bagus,5,positif
"this game is not fair, don't instal it",1,negatif
moonton gobolk,1,negatif
Moba bug banyak bot,1,negatif
"game ini bagus buat yg galau, gabut, bosen, senang, dan yg lagi kumpul bareng temen tapi tolong lah Jangan dikasih lose streek aku turun bintang lagi dikasih nya itu win streak gpp lah ya tapi jangan lose streak udah itu aja sih ulasan aku makasih kepada MOONTON:)",5,positif
ok,5,positif
Di kasih tim drak sytem mulu gk jelas montoon gk bisa bikin game kalah mulu gw lose treak ketemu drak sytem kebanyakan drak sytem yg maen lawak tll yg buat,1,negatif
"moonton tolong lah kasi lawan yang setara,sekali ny menang langsung ketemu tim dark system + musuh pada jago"",tolong cocokan dengan tier",2,negatif
baguss,5,positif
hari2 makin rusak aja ini game ktmu dark sistem Mulu .. udh ga asyik maen ml skrng,2,negatif
game tol gw dapet tim dark sistem Mulu anj,5,positif
"Sistem jaringan nya parah bgtt kalo pake data sendiri, setiap main rank selalu lag, tapi kalo pake hotspot malah lancar² aja.. Entah yg salah kartu aku nya atau dari gamenya langsung.. Tolong perbaiki? Dan kalo boleh di update juga, battle emote nya bisa ga di tambah lagi? Banyak bgt emote yg aku mau pake haha.. (Kalo bisa minimal 6/10 slot aja?) hhee..",4,positif
"saya sangat gembira memainkan game ini,bayang kan dari mythical glory lose strike ke Mawi dan Kadang win cuma 1 kali saya sangat merasa game ini penuh akan tantangan,dan kadang tim ku kek orang² di rank epic jadi moonton tolong kasi yang lebih menantang seperti ketemu pro player, top global atau penjoki biar game ini diminati banyak orang terimakasih",5,positif
ok ok,5,positif
game nya bagus banget untuk mabar yg komen jelek itu karena hpnya kentang,5,positif
monton tolong lah kredit score nya jangan sehari 3,3,netral
banyak dark system,1,negatif
muntun tolong ini kenapa ml gw warna ungu semua muntuuuuuuun lobi ungu,5,positif
sangat seru,5,positif
Geme yang bagus,5,positif
setiap kali di main kan pasti ada yg leg padahal jaringan bagus,1,negatif
game nya gaenak tapi bisalah buat tempat pelarian dari kesepian,5,positif
game ya bagus sih tapi satu kasi tim yg jago Jan kasih tim draks sisytem,5,positif
"Game raja lag,dikit2 update tpi makin parah,bosan !",5,positif
"game kebanyakan dari sytem,macth gk seimbang,dapt tim gk jelas, 👎👎👎👎👎👎",1,negatif
Tolol monoton tolol,1,negatif
bagus banget dan juga seru walaupun lose streak 100 kali,5,positif
Minn aku minta tolong aku klok main ksih temen yg jgo nanti aku kasih bintang 5 minn pliss klok temn ku jgo klok enggk aku ksih bintang satu,1,negatif
pisa idawi fi,4,positif
"ni kenapadah game aneh, mau naik mitik adaa aja cobaannya tim ngtrollah, tim nggak tau roll lah junglernya 2lah, mobile legend ni lama² bikin gw stres ya,dulu mainnya masih seru,sekarang bikin orang pada emosi,ni buat moonton tolonglah, game nya diperbaiki,lama² stres palyernya🙏",1,negatif
ini game paling bagus pokoknya keren deh,5,positif
gem nya sangat bagus,5,positif
seru pokoknya,5,positif
"magic chess, tolong balikkan lagi jadi satu dengan mlbb,kalau aplikasi di pisah kurang nyaman saat mau bermain,maaf rating 3 dulu",3,netral
saya sangat menyukai nya,5,positif
aku lanjutin ML itu enak banget ML Asalnya aku dari dulu download ML,5,positif
gem ini sangat menyenang kan bang coba donlod di apli pelay setor,5,positif
"👍, hanya komposisi anggota tim yang perlu di tingkatkan.",4,positif
"lawan sama team ga setara lv kejagoannya terpaut jauh, menurut saya pembagian teamnya tidak adil, mending pisahkan player dengan KDA tinggi dan KDA rendah agar match terasa adil saya hampir naik ke mythic lose 5 kali berturut-turut karena perbedaan skil team, tolong lebih adil lagi",1,negatif
bagus banget gamenya,5,positif
gajelas game bug jaringan gabisa main,1,negatif
mantap,5,positif
game ini sangat seru,5,positif
"monton ayo lh 1 bintang lagi legend di buat susah banget gue unistal lah males banget maen game GK jelas 1 bintang lgi aja di buat susah mending game h,o,k",1,negatif
"game nya bagus tapi kenapa cuma msalah ngechat hrus di mute smpe 2h, bukan berkata kasar, tpi di mute ber hari hari tlong dong moonton",1,negatif
GAME YANG SANGAT MENGHILANGKAN STRESS SEMOGA GAMENYA BERTAMBAH MAJU,5,positif
game menjengkelkan rank naik turun terus gak ngotak..,5,positif
Game LAKNAT.. gk ada adil2 nya sama sekali.,1,negatif
gamenya burik,1,negatif
kecewa ling ga resale bulan ini,1,negatif
bagus,5,positif
woyyy kenapa gua dimute woyy nickname gua Den Still Learning. Gua salah apa kocakk,1,negatif
keren,5,positif
gerafik nya bagus saya bisa main bersama teman teman aku,5,positif
Game keren dan favorit,5,positif
Game sepele,1,negatif
MENDING KALIAN PENSI AJA DARI PADA STRESS,1,negatif
server lu benerin lol setiap pagi main di server indo ketemunya orang luar terus dimusuh jago di tim pada ngetrol. ngurusin skin mulu servernya noh dibenerin,1,negatif
game tolol gak di kasih menang jaringan ngeleg bsru beli juga jangan download nyesel nanti,1,negatif
game nya serubgtt,5,positif
woiiiiii kenapa ml sekarang Sukaa nge lag jaringan nya padahal jaringan wifi lancar,2,negatif
permainannya sangat seru apalagi jika montoonnya baik,5,positif
dapet tim bapuk mulu capeeeeeeeee,5,positif
Fix ini. Bagus banget,5,positif
"game sampah,selalu dapet tim yang berat sebelah",1,negatif
saya sebagi pemain old moba legeds.game ini cukup baik tapii Setelah saya pindah ke game Honor Of king sumpah.. Sya lebih suka game Honor of king epen yah itu loh ngasih sekin permanen sedeangkan ML itu kebayakn terial wkwk.. HOK terlalu baik sih kata gua mh mantap,1,negatif
game gg sekali,5,positif
"Rebutan role, Adain sistem seperti HOK. Role primer dan sekunder, klo ga kyk gitu bakal jdi rebutan.",1,negatif
seru tapi kalau jaringan ngeleg sedikit aja udah gak bisa main jadi gak seru,3,netral
Bagus,2,negatif
game ini sangat bagus tapi agak Ngelag sih hehehehe,5,positif
Aku even yang tolong banyak kasih skin legends gratis ya moonton,5,positif
game kurang seimbang,1,negatif
bagus,5,positif
gem oke walaupun banyak draksystem nya,5,positif
bgus skli buat isi waktu kosong,5,positif
"gajelas, match making aja bermasalah",1,negatif
"Gamenya bagus dan menghibur waktu gabut, tapi semakin di update ramnya makin besar",2,negatif
"dapat tim gak ada yang bener,sukanya nge troll",1,negatif
game aneh dapat tim ada yang jago ada yang engak terus musuh nya kuat,2,negatif
monton game nya di perbaiki dari segi tim musuh dan tim kita soalnya gk seimbang banget tim musuh matan golry tim gw mantan honor,1,negatif
tolong monton kasih lawan yg sepadan sama rank para player tolong dong,3,netral
"game aneh skor kredit di kurangin Mulu afk bentar juga jaga warung,padahal aku yang gendong juga yang ngetrol cuma di kasih peringatan aneh ini game",1,negatif
"gimana bilang nya ya, untuk ngedapetin sekian spin di ml ini itu susah harus di atas 500 ribu rupiah belom lgi harga dm juga mahal tpi dari segi permainan fitur disain ml udah paling bagus dari moba lain",5,positif
okee,5,positif
game toxic,1,negatif
