teks,skor,label
game sampah montoon gak jelas maen dapet team drak system mau mytic di persulit di kasih team ga jelas padahal 1 kali kemenangan lagi slalu dapet team dongo,1,negatif
bangus di kasih tim yng gac jelas mohon bantuannya secepat ksih keseimbangan mitkic,5,positif
kalah terus saya main jangan download dh,1,negatif
geme burik main solo gajelas,5,positif
"males dapat tim yg ga seimbang pas rank, kayak gini ya pantes si buat bintang 1 ja",1,negatif
tolong perbaiki bug wifi kenapa saat main ml terlalu ngelag apalagi Hero mekanik tolong jawab montoon kalo gak di jawab ku beri bintang 1🌟,3,netral
masalah masih di jaringan montoon pada saat di lobby maupun di game play padahal saya sudah menggunakan paket data seluler terima kasih,2,negatif
😤😞,1,negatif
"Semuanya bagus dari hero, grafik, skillnya tapi karna dh nomor 1 di play store, dari yg awalnya win streek jadi lose streek, tolong kurangi dart sistemnya moonton. 🙏🙏+ moonton peka lah kalau orang afk pasti ada sesuatu atau halangan jangan kurangi",4,positif
gasih Tim drak system,1,negatif
game isinya darksistem mulu,1,negatif
ini game sekarang terasa berat.banyak anak anak .buat naik rank luar biasa susahnya.giliran pust rank main aktif drack sistem .bikin bosan main nya lama lama.terlalu susah menurut gue ni game.kadang pemilihan tim juga gak seimbang.tolong update selanjutnya perbaiki dengan teliti.,5,positif
"Sumpah gak ada perbaikan apa ini game taunya dagang doang,gue di bikin relog dan ping di bikin kaga stabil setiap kali berhasil kill player di war. IP gue di bikin kaya kena jumper sinyal,terjadinya kaga sekali dua kali ini,gimana gue mau komen bagus untuk ini game.",1,negatif
"dark sistem terus. pangkat gw sampai turun, udah mulai pengen hapus game ini gw🗿. kali kali dapet tim yang guna lah...",2,negatif
banyak dark sistem nya🥰🥰🥰,5,positif
"sistem tolong diperbaiki moonton,masak terus nabrak player role sama mulu",1,negatif
keeren terus tingkatkan,5,positif
aku kasih ini bintang lima karna aku pengen DM mlbb semoga yah aku di kasih.,5,positif
"moonton skrng kga jelas tiba"" keluar sendiri, trus ngelag banget kocak",1,negatif
"matcmaking ampas..dapet tim kek setan mulu. perbaiki lah sistem matcmaking nya, yang ngetrol di ranked banned 5 tahun kek..mengganggu dan merusak pengalaman bermain",1,negatif
Mantaps,5,positif
Bagus,4,positif
kasih tim yang bener aja masak 6 game kalah semua plus dapet mvp bener aja oy montoon,1,negatif
"Game nya bagus tapi ya setiap mo main rank ketemu player asal pilih role trus asal pilih hero,jadi nya kalah trus!!! Apalagi jaringan ,jaringanku asli nya lancar tapi malah ngelag parahhhh!!!aku sih say good bye to this game ya ok kali ini makin parah bgt ,kali ini jaringan ku asli lancar ijo no komen tapi itu sekali main ya,langsung ngelag parah bgt ampe keluar sendiri",1,negatif
makin hari makin parah game terjelek,1,negatif
gak ya bugus si bagus tapi pas saya main rank epic banyak dark sistem tolong lah moonton kalok musuh ya jago ya tim saya pun jago lah ini enggak musuh ya jago tim ya dark sistem tolong lah moonton ngasih tim tuh yang sepadan,3,netral
seruuu bangetttt cumaaa sinyal sayaa sering susahh,5,positif
"kak. bisa balikin akun saya gak Kaa Nick name nya: AGAIN × ZARE PLISSS KAAAA soalnya akun yang sekarang kurang bagusss tolong ya KA semoga di jawabb ""AMINNN"" tolong ya kaka yang baik hati",3,netral
"game kompetitif terbaik, walaupun di timpa beberapa Masalah teknis seperti masalah jaringan dan lainnya, overal ini game yg bagus untuk menghilangkan stress, hehe :)",5,positif
"game yang sangat menyenangkan apalagi main bersama teman-temanku, pasti kita main selalu happy dan penuh tawa. bisa ngelock musuh ataupun cuma kombo doang",5,positif
sangat cocok untuk main saat bosen dan juga bisa Mabar bersama teman dll,5,positif
"Tolong perbaiki mact making nya Gua udh capek dapat tim idiot, Gua udh capek berjuang tapi ujung² nya selalu kalah dan menyakitkan. Plis jangan kasih gua tim dark sistem.",2,negatif
bagus banyak dark sistem,5,positif
"sebenarnya game nya itu seru, tapi kadang-kadang ada yang gerak sendiri,ga bisa jalan ngeblengan terus kalo udah di rangk pasti ada yang ga bisa masuk ke rangk terusan kadang kadang itu langsung kembali ke beranda gitu aja",4,positif
rusak rusak nemuin tim nya yang bener dikit,1,negatif
game sangat ramah,5,positif
"kenapa di patch kalea sangat banyak player yang tidak niat main jadinya gameplay saya kurang menyenangkan,padahal di patch Lukas sangat gampang untuk naik rank",1,negatif
game aneh,1,negatif
GK ada perkembangan,1,negatif
"Entah knp season ini berat banget,di tim gw pada noob yg main lalu musuh mantan² glory atau immo,tolonglah Yg adill ngasih tim mending gw ganti game HOK",1,negatif
sering lag padahal sinyal tidak bermasalah dan sering spell nya berganti saat pertandingan mohon di perbaiki karena ini menganggu bagi para player,2,negatif
baru saja rating bintang 4 langsung saya turunkan bintang 2 alasannya eror saat pembelian diamond,2,negatif
"Weh moonton kenapa lu ngasih gw losstreek Mulu sih, game rusak nih tolong lah moonton kasih gw winstreek",5,positif
game nya bagus,5,positif
"Game nya bagus banget event nya juga keren, hero nya juga bagus bagus tapi tolong waktu saya di rank epik kenapa saya dibanned tiba tiba padahal saya tidak melakukan cheat atau ngomong kasar, mohon diperbaiki bug ini .",3,netral
deru banget tapi pas aku donlot dati 99 mundurbakil lagi le1,4,positif
sangking jeleknya ni game taulah babi,1,negatif
bagusss aku sering main waktu lagi bosenn,5,positif
ini game yg paling bagus menurut saya😝,5,positif
game plagiat burikkkkkkkk,1,negatif
montin tidak adil,1,negatif
"monton pliss kembaliin game Sweet Crossing: Snake.io mau download lagi tetapi sudah di hapus, aku tahu di hapusnya karena terkena copyright menurutku kalau bisa kembalikan game tersebut lagi tetapi agak mengubah game playnya yang mirip seperti Magic Rush semoga di dengar",5,positif
"Game bukan ny bikin seneng main malah dibikin stress dapat tim bot,dari montoon nya game rusak",1,negatif
mending uinstal masal ajah nih game soal kalo udah mau menang pasti jaringanya di bikin eror..heronya bisa main sendiri ga bisa di kontrol nih game dajal,1,negatif
"suka tapi kredit skornya duhh gampang berkurang, padahal ga sengaja jaringan terputus perbaiki moonton",5,positif
endak ada yang bisa me ngalahkanku bocil,5,positif
tolong untuk di bagian Latar belakang background akun mohon untuk di tingkatkan dan di perbanyak lagi trimakasih,1,negatif
banyak dark sistem,1,negatif
geme rusak leg banget Kon padahal sinyal bagus menghubungkan kembali mulu,1,negatif
dari pada gabut mending main ml dah walaupun bikin kesel Ama player²nya,5,positif
saveg,3,netral
game nya sangat bagus tapi tolong hapus semua dari sistem nya ya😅,4,positif
"aplikasi nya bagus dan seru bisa dapet banyak temen baru,dan juga bisa bermain bersama teman dan juga ini dapat dimainkan saat bosan",5,positif
MONTONN GUA LOSE SAMPE 15x,2,negatif
"Bismillah...uninstal, main game ga bikin lu kaya",1,negatif
"game ini diskriminasi, di comeback terosss, timnya gajelas",1,negatif
kalah terusss 20 match menang 2 doang game apaan lah bikin emosi orang doang,1,negatif
sangat cocok untuk menjaga tetangga,1,negatif
jelek akun akun nya pada jelek jelek mendi ngan main fir fayer akun nya cakep capep,1,negatif
Knp slalu dapat tim yg toxic+gk bisa main dan selalu dpt tim yg GK ngerti meta,1,negatif
perbaiki matching mu itu,2,negatif
game nya mantap,5,positif
game jellek sangat jellek udah jellek banyak bug ni game harus di hapus,1,negatif
"DIPERBAIKI MATCH MAKING NYAAA DAPET TIM YANG HIGH RANK NYA MENTOOOKKK LEGEND SEDANGKAN MUSUH HIGH RANK EX GLORY SEMUA, UDAH TOP UP BERJUTA JUTA MASIH AJA DI KASIH BEGINIAN MOONTOOOODDD",1,negatif
Minimal jaringan benerin bro buat apa revam apdet ini itu kalau jaringan jelek,1,negatif
game nya bagus dan seru untuk dimainkan saat hari libur atau hari biasa hadiahnya sangat banyak dan bagus semua,5,positif
game ini sangat menarik untuk di coba,5,positif
Saya sanggat suka dengan permainan ini,1,negatif
game ini sangat bagus,5,positif
main sering ngelek paket lancar di aplikasi lain tapi pas main ml parah jaringan tingkat lagi moonton,3,netral
game busuk banyak kalah nya terus dapat tim ga bener mulu,1,negatif
cpe main solo dri awal dpt tim dark sistem terus,1,negatif
"game nya sangat gampang dan menghibur apa lagi saat lagi stres, stresnya Langsung hilang.",5,positif
sangat bagus keren,5,positif
game gajelas gabisa adil ngasih tim,1,negatif
"matchmaking gk seimbang,lawan kita bagus dan kompak, sementara tim sendiri sering berantem,rebut""an lane,rebut""an hero,terus baperan,banyak bacotnya tpi performa game jelekk,pinter typing doang timnya",1,negatif
mantap,5,positif
match tidak seimbang,3,netral
sangat burukkkkkkkkk,1,negatif
w kasih satuu aja di upgret ko mlh makin parah pembagian tiem nyg bug u terlalu bnyak sangat kecewa bgt dengan geme ini sangat buruk isi tiem menang sekali kalah berkali parah bgt dengan miting uo nyg buruk,1,negatif
Gamenya bagus tetapi aku mau selesaikan misa untuk mendapatkan semua skin event untuk spin dapat sala satu skin dari semua skin event,5,positif
keren banget game nya,5,positif
GAME KIKIR GAME KIKIR,1,negatif
"gem ini bagus si, tapi grafik nya udah berat udah nggak ramah untuk HP kentang",1,negatif
monton tolong aku dak bisa main lagi ga gra gara temen ajak bewan,1,negatif
sampah,1,negatif
yeah,5,positif
"gema burik moonton jahat gak kasih menang mulu gua udah seteres ama gema ini jadi males gua mainin perasaan orang kan beda beda, moonton jahat banget",1,negatif
"di era skrng bnyk bgt dark sistem anj, saran gw sih kasih team yg setara lah sama musuh sama iya team musuh jago team gw dark sistem, niat hati have fun malah ketemu hewan",2,negatif
bagussss bgtt,5,positif
"tambah parahhhh, setiap solo rank pasti dapat team bot",1,negatif
"Buat lebih seimbang di dalam pertandingan nya, jangan di buat jauh antara skill kawan dan lawan setidaknya buat player solo ketemu solo, juga jangan di satukan duo biarkan yang party sama yang party antara trio dan duo aja, player solo jika ketemu duo yang gendong kesusahan apalagi ketemu duo atau trio yang lagi gendong kena player solo kesusahan, plis pihak dev untuk mengoptimalkan lagi matchmakingnya karena ini keluhan yang mungkin temen temen yang bermain solo merasakan tidak adil dlm gamenya",1,negatif
seru tapi pingin ml koleb sama demon slayer,5,positif
timnya gajelas,1,negatif
bagus banget,5,positif
"game ini sangat bagus,tetapi,ketika saya bermain rank,saya mendapati player yang suka afk dan lain lain sebagainya,kadang juga saya mendapati player yang tidak seharusnya berada di rank bawah,karna cara main nya sangat hebat sehingga saya lose streak terus",4,positif
"jelkk ngerusak mental banget rasis kasar bwa bwa ras agama keturunan player nya blum lagi kalo awal season selalu dpt tim bot tapi lawan gua gak ngotak jago nya, belum lagi masalah bug sinyal turun frame dll pokok nya capek",1,negatif
apalah ls10x karna dark sytem bermunculan di mytik keaatas mending hapus ajalah,1,negatif
"rating 4 dulu ya kalo ada kemajuan baru aku rating 5,misalnya, tolong hapus pemain yang beban/males main kalo ada player kaya gitu langsung ban ae monton",4,positif
"kata nya mau bikin game nya adil. ini MALAH TAMBAH GA ADIL. setiaaaaaaaaaaaaaaaaap game. pasti kalah. tolong la moonton. saran, NERF AJA ZILONG ITU. HAPUS AJA TA SEKALIAN. sekali lagi, tolong moonton. ini bikin ga nyaman maen. PENSI AJA LAAA",1,negatif
"match gak adil, masa main classic sama brawl di legend dapet temen epic sama legend sedangkan musuhnya mithic honor. gak cuma 1 match berkali kali gitu trs.",1,negatif
Kenapa pas udah update mobile legend nya malah makin leg frize dan sering keluar sendiri ya????,2,negatif
"Aku kasih bintang 4, kalow mau 1 bintang lagi tolong dong , gpp ga di kasih skin gratis juga tapi tolong macht nya benerin aku ketemu terus dark sistem🙏🙏",1,negatif
INI GAME TERBAIK YANG PERNAH SAYA MAINKAN,5,positif
😊😊😊😎,5,positif
sangat bagus,5,positif
bagus sih tapi making nya lama kali dan tim nya tolong di seimbangin dong yakan moonton karena aku tiap hari main solo jadi payah pas main Hero heronya pas aku main malah ngelek padahal udah pakai wifi ples paket masih ngelek dan tolong kasih diamond 50 - 40 untuk pemula heheheh eh lupa jangan lupa subribe dan like di cenel RAMAGAMING ya moonton pliss I LOVE YOU TO MOONTON OK,5,positif
ngelek tapi ya,5,positif
banyak drk sistem APUS aja monton ml nya,1,negatif
lumayan bagus tapi ada player beban dan harga Diamond nya mahal jadi game buruk!!,2,negatif
ksik bintang 0 bisa GK si gim nya busuk kli udh dapet tim trol trus,1,negatif
moonton tolong hilangkan dark system,5,positif
game tai,1,negatif
saya suka,5,positif
kurangi dark sistem,3,netral
gem ini tolol gajelas di kasih musuh jago giliran temen gj,1,negatif
"sangat baguss, dan tolong berikan kami beberapa skin gratis tanpa trial ya!",5,positif
game yang bagus👍🏻,5,positif
gw ls anj,1,negatif
bisa mabar,5,positif
"saya sangat suka game ini,tpi paling sangat aku sesali dark sistem pun bot maksa main game ini,tlong diperbarui moonton,yg feader yg melebihi main mending 0 buat skor kreditnya,agar gk bisa main rank atau pun classic dan atau pun brawl bikin nyusahin aja bebani aja.itu aja dri saran gua",5,positif
"setiap udah draft pick beres pasti aja bug mulu, ujung""nya gak bisa main",1,negatif
bagus,5,positif
Game ini sangat menyenangkan Tapi tolong musnah kan dark syestem,5,positif
mantap,5,positif
kntrl minimal klo ada tim yg imbang,5,positif
mantap,5,positif
dari segi game udah bagus tapi saya tolong ini game bikin capek main semisal ketemu musuh gampang lalu main lagi bukannya ketemu player baru malah ketemu player yang tadi jadi tolong lah di perbaiki segitu aja terimakasi 🙏,4,positif
"memuaskan,",5,positif
game sampah makin update makin gajelas drafpick gaseimbang,1,negatif
game dark sistem,2,negatif
game nya bagus banget sukaa,5,positif
kecewa,1,negatif
ayolah moonton pas aku mau naik rank dapat tim beban dan musuh pro gua udah capek ngepus sehari semalam tapi gak naik rank malah turun bintang ku,1,negatif
"wkwk lucu lu bgitu moonton? beda bt sma yg dlu,main ber jam"" ls wkwk",1,negatif
"seru banget rekomen udah main hampir 4 thn gak bosen bosen meski sering ketemu dark sistem tapi tetep join ,sama gak ribet main enggak kayak game sebelah layar nya harus di atur atur",5,positif
"game apa ni setiap ganti akun harus 15 jam, lalu harus ngisi kode verifikasi tapi salah terus kek mana, mending main ff meskipun ff burik tapi ganti akun gak susah, tolong di perbaiki nanti saya pindah hok.",2,negatif
seru tapi Bkn emosi🥺🔥,5,positif
banyak player trolling dan dan player egois,1,negatif
gk tau kanapa jariang udah bagus tapi pas di pertandingan nya ngestak,1,negatif
jelek,1,negatif
gamenya cukup bagus namun hanya kurang disistem matchnya saja,5,positif
"waw game ini sangat bagus,saya kemarin solo dari rank honor 46 sampai turun ke mthic 16,playernya juga jago jago apa lagi di rank epic,bagi kalian yang strees game ini sangat bagus untuk meredakan strees🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰",1,negatif
beban,1,negatif
"game GK layak di mainin, main solo susah push rank percuma dimainin klok lose Mulu, fitur update GK guna masih ada yg egois...!!!!",1,negatif
aku suka game ini,5,positif
buruan di download 🙌🏻,5,positif
Jelek,1,negatif
bagussssss sangat suka,5,positif
"saya kasih 2 bintang ,monton kena apa sollo pelayer kasih tim iyg beban bangat , monton ngak adil ,kadang tu kita GK Ado kawan mabar , udah japek gendong terus , lama2 udah mulai bosan dapat tim GK jelas ,",2,negatif
PERMAINAN YANG SANGAT BAGUS TAPI UNTUK BUG TOLONG DI PERBAIKI DAN SISTEM PERMAINANNYA DI MAKSIMALKAN LAGI,5,positif
Gemnya bagus makanya saya donloud,5,positif
"MLBB sekarang jadi engga menyenangkan,playernya engga peduli main,feeder,egois no.1 ,tambah bukan lagi game have fun (malah rusak ini game MLBB,,cocok buat nambah tensi darah dan lebih cocok untuk merusak mood,,jadi yg perlu tantangan saat main game dianjurkan download MLBB) dijamin mood turun,tensi darah naik,,jangan lupa top up supaya EASY MAIN NYA dan TAMBAH BERKEMBANG (BUG) GAME MLBB NYA.",1,negatif
bagus banget gamenya,5,positif
game ini bagus sekali tapi tolong lah jaringanya bagus taoi malah bug,5,positif
geme yg seru dan menantang hanya memiliki kendala seperti ketidaknya kemudahan satu mempertahankan bintang 🤣,5,positif
game puqi kasih tim yang bnr ngentt,1,negatif
"ya kaya mana ya game nya sih enak enak aja kalo buat moba di perangkat mobile, cuman ya tim nya aja kadang rank kita tinggi dapet temen epik la legend yang ga niat main kadang troll,plis ka monton ubah sistem Match matching nya,server nya juga kadang sering leg padahal wifi bagus bagus aja walaupun jarang,1 bintang itu berharha banget jadi kali di temuin tim yang ga niat main jadi ga mod lagi main ni game,ya bisa di bilang sistem matching nya punya moonton murahan",1,negatif
Pokonya bagus bangettt,5,positif
sangat menarik dan asyik,5,positif
game burik gw tiap main Ls Mulu banyak tim yang beban,1,negatif
akwkwkw game full bug,1,negatif
"gak jelas, selalu dpt tim ampas yang gak jelas dan kalah berkali-kali akhirnya sia sia ngumpulin bintang. jaringan wifi sy juga bagus tapi ping di game jelek.",1,negatif
"gileee ini game bikin emosi, tapi seru banget tailah",5,positif
mlbb adalah sebuah game virtual yang di buat untuk hiburan namun game ini hanya akan membuat stres jika semakin lama dinmain Ingat game ini bikin anda stres jangan di main kan,1,negatif
game rusak,1,negatif
"moonton ga bersahabat ping jumping mulu padahal kuota banyak 5g hp support, kacau",1,negatif
Geme nya seru bngt wajib donlod,5,positif
game nya seru banget!!!!!,5,positif
"game apa ini,isinya hama hama",1,negatif
bagus banget aku udah. main dari lama lalu kalo ngelag ya gapapa sih cuma kalo sebel nya itu kalo lagi main rank atau classic kalo ngelag,5,positif
skill kadang sudah di spam namun tidak bisa keluar keluar begitu pun tombol yang lain kadang sudah di pencet berkali kali tetep saja tidak keluar. Tolong perbaiki.,5,positif
"gamenya bagus sekali,pokoknya bagus donlot aja dah.topi biru",1,negatif
seruuu,4,positif
banyak dark sistem,1,negatif
game yang mementingkan uang dari pada kenyamanan user yg bermain,1,negatif
"tolong perbaiki bug analog, saat sudah digerakkan kadang tiba tiba diem kadang gerak buat war besar/kontes susah banget ending nya dicaci maki ama tim kalau mati konyol",1,negatif
"ga seru banget sumpah ini game, dapet tim kek komputer jir sedangkan musuhnya beh kek babi dipit gw ,sinyalnya juga ya Alloh gj bet ini game , dapet tim kek KOMPUTER, capek jir main game ini mending yg mau dowlod jangan deh bikin stres sumpah, pensi lah lama lama bikin pusing",1,negatif
gem jelek dan kikir emg dasarnya game yg buat udh kikir + banyak player yg troll mulu dah perbaiki sistem dulu monoton dan jan kikir2 amat nanti kalah saing + banyak dark sistem nya wkwkwk,1,negatif
montoon pls kasih skin neobeast dong kalo dikasih nanti gw gacha naruto (kalo gak dikasih gw pensi),5,positif
ini kong moonton kase skin legend🥴,5,positif
seru sih tapi kebanyakan dark sistem jadi aku kasih bintang empat ya papi moonton,4,positif
bisa kasi menang ngga??,1,negatif
game penuh dari sistem bikin stresss,1,negatif
"bagus sih, tapi tim nya drak sistem Mulu Wak 🗿☕🚬",5,positif
GAME TIDAK JELAS DAN GAME HARAM DAN GAME JELEK KAYAK MONYET DAN HARAM,1,negatif
tolong lah dark sistem nya kurangi jadi pada males main ml,1,negatif
monton terlalu beri drak sistemnya lalu aku di beri bot oleh monton,1,negatif
banyak nya bug,1,negatif
game cacad,1,negatif
"Game nya seru, sangat menantang",5,positif
semua tim isinya drak sistem,1,negatif
"bikin orang depresi, stres, buang buang duit",1,negatif
muntun peerampok masa gw gacha tas tas abis 2k dm kaga dapet dapet,1,negatif
game sange sampai sampai aku hamil ah ah 😋🤤,5,positif
"game udha benar benar rusak 1. bug terlalu banyak yang belum di perbaiki 2. terlalu sering lag di In game 3. terlalu banyak yang menggunakan cit 4. tidak seimbang di ingame di karenakan main solo Nemu trio sama hal juga ketika Main solo ketemu Duo, tidak ada setara 5. drafpick udha di setel retribution malah ketika di ingame terjadi bug sampai terganti menjadi fliker, sama hal juga dengan menggunakan fliker di drafpick ketika di ingame malah jadi vegance. tolong di perbaiki gamenya rusak ini",3,netral
KEBANYAKAN COLLAB SAMPAI LUPA KENYAMANAN PLAYER,1,negatif
game haram ga pantes di mainin game ga penting ngabisin duit player bot main dari pagi sampe sore bintang ga naik naik malah turun terus ga pantes ad di plays tore hapus aja ni game haram haram main dari tadi turun Mulu uuuuuuuu udh data nya gede banyak dark sistem udh cape nge gendong malah timnya blunder,1,negatif
"Game nya gak guna minimal kalau ngelek masih bisa berjalan lah kayak FF ini ngelek nye udahlah gak bise berjalan agik tuh, padahal wifi gw stabil, mending main FF dari Pada Game ML dodol",1,negatif
ibu lu ngelonte ya mntn,1,negatif
klo ngasih tim yang bener dikit,1,negatif
gellooo😨😨😨,5,positif
GAME GENDENG DAN GAJE LOSESTREAK KETEMU DARKSYSTEM MUSUH MANTAN IMMO SAMA PENJOKI KETEMU DUO BUCIN SAMA TRIO EEK WOI AKU DOAIN GAME INI RATINGNYA BINTANG 1. AMINNNNN.......,1,negatif
game bagus bangettttttt,5,positif
gausah bikin game kalau gamau rugi😹😹😹😹😹,1,negatif
game taik,1,negatif
"gua gk suka ni game aneh, mending main game yang lain dari pada inj",1,negatif
"moonton pelit, event alpha legend event scam bisa naikin drop rate nya ga si tiap spin dapet sampah terus .",1,negatif
"We montoon lu kalo gw maen rank,kasi tim waras lah anj,mo naek honor pun susah amat dah",1,negatif
seru sekali,5,positif
sinyalnya agak kurang mohon di perbarui sinyalnya,2,negatif
moonton mana turun season kapan lama amat turun seasonnya ayo dong moonton turun season lagi ke season baru,2,negatif
kenapa gua ngga bisa login moontoonnnnn😭😭😭😭😭,1,negatif
"kebanyakan event tapi matchmacing ampas, masa gw tiap maen slalu jumpa drak sistem pdhl uda ga blacklistin tiap selesai ingamenya, ditambah lagi jaringan aneh ping penuh tapi ingame malah ngelag, kadang pas farming lancar pas war tiba-tiba merah ni ping aneh emang. NB: BUAT SCROL TIKTOK, PUBG AJA KAGA NGELEG LAH INI TIAP MAEN PASTI JUMPING",1,negatif
game gak jelas sistem rusak. kalah menang2 terus bikin emosi buang buang waktu aja main game ini game burik,1,negatif
system draf pick tolong di perbaikin,2,negatif
This game totaly not balance. level 14 vs lv 15 full transformed card.,1,negatif
"kenapa aku gak bisa login? padahal udah install dan uninstall beberapa kali, tapi tetap gak bisa login, tolong di jawab",2,negatif
"This game is very good. But you don't provide or forgive players who commit violations such as AFK and others. If they have a reason, please forgive them and increase their score.",4,positif
Gua mau bahas tentang projection 1 itu rank projection masa kita perlu 1000 poin? Mikirlah moonton kita perlu berapa kali kalah hah?mana nambah nya itu 35 point lagi setiap kalah kita harus ngumpulin 1000 point mikir dikit lah tolol kita perlu berapa kali kalah hah? Gimana kalau abis kalah langsung dapat projection atau sekali kalah nambah tuh banyak jangan 35 oh ya 1 lagi kalau kalah kan ada tuh yang mvv gimana kalau yang mvv rank nya tidak turun Gimana?pada setuju,1,negatif
ml burik dikasih Tim beban mulu cape ngegendong mulu berilah keringanan nya kami para pemain solo cape monton ya plislah,1,negatif
makasih banyak minn saya dapet pharsa neobeast 1× spin selanjutnya tolong hapuskan darksistem😹😹,5,positif
keren banget game nya apalagi grafik nya tapi banyak game yang meniru game ini. tapi game ini seru banget buat aku yang suka bosen😼,5,positif
ml bagus ga pantes buat hape kentang,5,positif
di kasih tim nya yang ga bisa main mulu tapi ngasih lawannya yang jago game jelek mending ga usah di mainin,1,negatif
Game yg sangat bagus👍👍,5,positif
game nya mati suri enaan ff lagi seru enggak mati suri,1,negatif
gm Burik gm asu jaringan gua udah bagus paket masih banyak tapi malah ngelek sinyalnya marah padahal sinyal bagus tolong lahmonto diperbaiki kalo masih ngelek mending gua pindah ke gm honorofki lebih bagus daripada ml Burik,1,negatif
"game gk jelas , game gk adil, kita di kasih musuh mantan IMO tapi tim kita mentok mentok mawi sama honorer, banyak bug banyak yg pake chet mohon di perbaiki buat monton jangan lupa juga ban orng yg pake script, karna itu merugikan banyak orng termasuk merugikan monton kita sudah menabung buat dapet skin tapi malah ada yg pake script mohon ada tindak lanjut dari monton",1,negatif
"Seru sih game nya bagus juga fitur"" nya, tapi sekali nya kalah kalo gk di kill ama lawan Nyebelin banget sumpah!!",4,positif
monton kenapa setiap login kembali sendiri dan kalo mincit porofil kembali lagi BAP-nya bikin keselll terus mau min rengan juga sam suka kembali sendiri,1,negatif
aku main ml gacor,5,positif
Game nya udah bagis banget dari battle field nya dan grafik tapi tolong MOONTON kenapa sinyal nya suka merah2 sendiri padahal internet aman gak ada kendala tapi sinyal nya jadinya ngelag dan itu ngeselin aku kasih bintang 3 dlu soalnya masalah internet sangat mengganggu,3,netral
"pliss kalo ngasi wl wl atau ls ngotak dikit ,maksimal 1 hari jgn Sampek berhari hari ,niat mau nenangin pikiran main game malah banyak pikiran.😡 game anehh udah leg ,tim PAOK.padahal gw udh lama main game ini tapi begini kelakuan monton kasi tim gk pernah bagussssss,makanya gw kasi bintang 2",2,negatif
baguss saya suka lebih diupgrade lagi,5,positif
game nya agak kikir+banyak yabg kurang bisa bermain padahal sudah di tier tinggi,1,negatif
Mobile legends tak gunakan paket,5,positif
"aplikasi ny bagus, tpi mhon diperbaiki knpa ank kecil jg bisa memainkannya sehingga kita sering dapat tim yg dark sistem, jdi permainan ny tdak seru kbnykn lose streak membuat kita mls main lma""bnyk orang yg akn menghapus apk ini karna sudah bosan bgitu terus",2,negatif
sering dapet tim beban,1,negatif
ini bagus tapi kyk mirip HOK jadi yg niru siapa?,5,positif
tolong hapus Player drak sistem sama hapus mm hanabi gak ada damegnya,1,negatif
Sering lag tolong segera perbaiki,5,positif
"dapat dark sistem terus,paket dan wifi ada,tapi jaringan jelek",1,negatif
keren,5,positif
keren,5,positif
mantap!!!! king!!!!,5,positif
orang² nya sangat ramah cocok untuk balita,5,positif
menarik,5,positif
gamenya bagus dan mantap walaupun ada dark sistemnya,5,positif
geme ini sangat cocok dimainkan,5,positif
"mantap bosku, tapi mohon kurangin dark sistem nya",4,positif
"bagus banget wak, 6 tahun main ini g pernah bosen",5,positif
sinyal bagus tapi pas main ngelag trs,1,negatif
"sering kehilangan jaringan, tapi di coba d game yg lain sinyal saya ga ada masalah",1,negatif
mantab mun tun gg saya udah mitik,5,positif
match making tidak seimbang,1,negatif
1 Minggu gak pernah di kasih menang wajar gak sih gak ngotak ngasih lose trek nya udah Gonta ganti mode tetep aja defeat monton mau nya apa sih ngasim tim yang pada egois terus gak pernah rotasi gak pernah bantu sibuk sendiri .tolong di antisipasi monton kalo masih kaya gini lagi mending saya hapus aja mobile legend nya,1,negatif
aplikasi si bagus tapi yang satunya yang henoof kinng itu gimana cara main kayak game ini dong gak usah nunggu,5,positif
Saya suka game yang seru,5,positif
"nuntun lu tau kan game itu gunanya bikin kita senang happy yang sebelumnya murung,gabut pen lakuin sesuatu mknya men game, tapi ini napa kok tiap main ml gk ada yang di dapat win ngkk kalah iya tolong lah bikin palayer nya seimbang sama sama jago, jangan kalo ngasih tim tu gk seimbang sama tim lawan",1,negatif
keren banget,5,positif
game rusak,2,negatif
ml sungguh keren jika aku bisa sampai lenjen,5,positif
membuat kesel karna di kasih kalah Mulu,2,negatif
game kikir,1,negatif
terlalu banyak dark sistem dari moonton.. algoritma nya bikin kita kalah terus,2,negatif
"seru banget selalu sedia kan event ya!!!!!!!!,selamat mencoba",5,positif
tolong moonton kurangi dark sytem 🙏,3,netral
GAME APA INI SUSAH KAGAK COCOK DI MAININ,1,negatif
pls hapus dark system dan perbaiki sinyalnya padahal wifi aku full semua 3271 b/s masih saja ngeleg moonton Napa game lu,1,negatif
mantap,4,positif
Seru tapi kurang 1 bintang karena banyak dark sistemnya,4,positif
"montoon kikir dikasih skin ngga ws kaga,main rank tim nya gajelas dahal kita bner",1,negatif
sangat susah ke mitik 😭😭😭😭😭😭😭,1,negatif
"udah bye, GK akan lah lagi ku main game ini, suka lag GK jelas main hok GK ada lag nya, udah dititik kecewa aku sama ml.",1,negatif
sistem ga jelas hapus aja game kalau sistem ga sesuai,1,negatif
selalu mendapat kan team bot dan musuh selalu dikasin yang jago dan setiap mau naik reng selalu kasih kalah,2,negatif
